generation,train_mse
1,0.003654609366900899
2,0.003654609366900899
3,0.003654609366900899
4,0.003500353898322963
5,0.0034322653687505963
6,0.0034322653687505963
7,0.003408517297476977
8,0.0033561580043863825
9,0.0033102361290624042
10,0.00325017923892207
11,0.00325017923892207
12,0.0031879756497544967
13,0.0031829026475194444
14,0.0031829026475194444
15,0.0031829026475194444
16,0.0031829026475194444
17,0.0031829026475194444
18,0.0031829026475194444
19,0.0031947746890634864
20,0.0031947746890634864
21,0.0031947746890634864
22,0.0031947746890634864
23,0.0031947746890634864
24,0.0031947746890634864
25,0.0031947746890634864
26,0.0031947746890634864
27,0.0031947746890634864
28,0.0031947746890634864
29,0.0031947746890634864
30,0.0031799991044115334
31,0.0031799991044115334
32,0.00317175340341853
33,0.0031402076808891614
34,0.0031402076808891614
35,0.0031402076808891614
36,0.0031402076808891614
37,0.0031402076808891614
38,0.0031402076808891614
39,0.0031402076808891614
40,0.0031402076808891614
41,0.0031340603181260664
42,0.0031340603181260664
43,0.0031340603181260664
44,0.0031340603181260664
45,0.0031340603181260664
46,0.0031340603181260664
47,0.0031340603181260664
48,0.0031340603181260664
49,0.0031340603181260664
50,0.0031340603181260664
