sample,best_train_mse
1,0.04038490834990815
2,0.04038490834990815
3,0.04038490834990815
4,0.011859134081515647
5,0.011859134081515647
6,0.011859134081515647
7,0.011859134081515647
8,0.011859134081515647
9,0.011859134081515647
10,0.011859134081515647
11,0.011859134081515647
12,0.011859134081515647
13,0.011859134081515647
14,0.011859134081515647
15,0.011859134081515647
16,0.011859134081515647
17,0.011859134081515647
18,0.011859134081515647
19,0.011859134081515647
20,0.011859134081515647
21,0.005014778023530477
22,0.005014778023530477
23,0.005014778023530477
24,0.005014778023530477
25,0.005014778023530477
26,0.005014778023530477
27,0.005014778023530477
28,0.005014778023530477
29,0.005014778023530477
30,0.005014778023530477
31,0.005014778023530477
32,0.005014778023530477
33,0.004799319815806659
34,0.004799319815806659
35,0.004799319815806659
36,0.004799319815806659
37,0.004799319815806659
38,0.004799319815806659
39,0.004799319815806659
40,0.004799319815806659
41,0.004799319815806659
42,0.004799319815806659
43,0.004799319815806659
44,0.004799319815806659
45,0.004799319815806659
46,0.004799319815806659
47,0.004799319815806659
48,0.004799319815806659
49,0.004799319815806659
50,0.004799319815806659
51,0.004799319815806659
52,0.004799319815806659
53,0.004799319815806659
54,0.004799319815806659
55,0.004799319815806659
56,0.004799319815806659
57,0.004799319815806659
58,0.004799319815806659
59,0.004799319815806659
60,0.004799319815806659
61,0.004799319815806659
62,0.004799319815806659
63,0.004799319815806659
64,0.004799319815806659
65,0.004799319815806659
66,0.004799319815806659
67,0.004799319815806659
68,0.004799319815806659
69,0.004799319815806659
70,0.004799319815806659
71,0.004799319815806659
72,0.004799319815806659
73,0.004799319815806659
74,0.004799319815806659
75,0.004799319815806659
76,0.004799319815806659
77,0.004799319815806659
78,0.004799319815806659
79,0.004799319815806659
80,0.004799319815806659
81,0.004799319815806659
82,0.004799319815806659
83,0.004799319815806659
84,0.004799319815806659
85,0.004799319815806659
86,0.004799319815806659
87,0.004799319815806659
88,0.004799319815806659
89,0.004799319815806659
90,0.004799319815806659
91,0.004799319815806659
92,0.004799319815806659
93,0.004799319815806659
94,0.004799319815806659
95,0.004799319815806659
96,0.004799319815806659
97,0.004799319815806659
98,0.0045276797375634744
99,0.0045276797375634744
100,0.0045276797375634744
101,0.0045276797375634744
102,0.0045276797375634744
103,0.0045276797375634744
104,0.0045276797375634744
105,0.0045276797375634744
106,0.0045276797375634744
107,0.0045276797375634744
108,0.0045276797375634744
109,0.0045276797375634744
110,0.0045276797375634744
111,0.0045276797375634744
112,0.0045276797375634744
113,0.0045276797375634744
114,0.0045276797375634744
115,0.0045276797375634744
116,0.0045276797375634744
117,0.0045276797375634744
118,0.0045276797375634744
119,0.0045276797375634744
120,0.0045276797375634744
121,0.0045276797375634744
122,0.0045276797375634744
123,0.0045276797375634744
124,0.0045276797375634744
125,0.0045276797375634744
126,0.0045276797375634744
127,0.0045276797375634744
128,0.0045276797375634744
129,0.0045276797375634744
130,0.0045276797375634744
131,0.0045276797375634744
132,0.0045276797375634744
133,0.0045276797375634744
134,0.0045276797375634744
135,0.0045276797375634744
136,0.0045276797375634744
137,0.0045276797375634744
138,0.0045276797375634744
139,0.0045276797375634744
140,0.0045276797375634744
141,0.0045276797375634744
142,0.0045276797375634744
143,0.0045276797375634744
144,0.0045276797375634744
145,0.0045276797375634744
146,0.0045276797375634744
147,0.0045276797375634744
148,0.0045276797375634744
149,0.0045276797375634744
150,0.0045276797375634744
151,0.0045276797375634744
152,0.0045276797375634744
153,0.0045276797375634744
154,0.0045276797375634744
155,0.0045276797375634744
156,0.0045276797375634744
157,0.0045276797375634744
158,0.0045276797375634744
159,0.0045276797375634744
160,0.0045276797375634744
161,0.0045276797375634744
162,0.0045276797375634744
163,0.0045276797375634744
164,0.0045276797375634744
165,0.0045276797375634744
166,0.0045276797375634744
167,0.0045276797375634744
168,0.0045276797375634744
169,0.0045276797375634744
170,0.0045276797375634744
171,0.0045276797375634744
172,0.0045276797375634744
173,0.0045276797375634744
174,0.0045276797375634744
175,0.0045276797375634744
176,0.0045276797375634744
177,0.0045276797375634744
178,0.0045276797375634744
179,0.0045276797375634744
180,0.0045276797375634744
181,0.0045276797375634744
182,0.0045276797375634744
183,0.0045276797375634744
184,0.0045276797375634744
185,0.0045276797375634744
186,0.0045276797375634744
187,0.0045276797375634744
188,0.0045276797375634744
189,0.0045276797375634744
190,0.0045276797375634744
191,0.0045276797375634744
192,0.0045276797375634744
193,0.0045276797375634744
194,0.0045276797375634744
195,0.0045276797375634744
196,0.0045276797375634744
197,0.0045276797375634744
198,0.0045276797375634744
199,0.0045276797375634744
200,0.0045276797375634744
201,0.0045276797375634744
202,0.0045276797375634744
203,0.0045276797375634744
204,0.0045276797375634744
205,0.0045276797375634744
206,0.0045276797375634744
207,0.0045276797375634744
208,0.0045276797375634744
209,0.0045276797375634744
210,0.0045276797375634744
211,0.0045276797375634744
212,0.0045276797375634744
213,0.0045276797375634744
214,0.0045276797375634744
215,0.0045276797375634744
216,0.0045276797375634744
217,0.0045276797375634744
218,0.0045276797375634744
219,0.0045276797375634744
220,0.0045276797375634744
221,0.0045276797375634744
222,0.0045276797375634744
223,0.0045276797375634744
224,0.0045276797375634744
225,0.0045276797375634744
226,0.0045276797375634744
227,0.0045276797375634744
228,0.0045276797375634744
229,0.0045276797375634744
230,0.0045276797375634744
231,0.0045276797375634744
232,0.0045276797375634744
233,0.0045276797375634744
234,0.0045276797375634744
235,0.0045276797375634744
236,0.0045276797375634744
237,0.0045276797375634744
238,0.0045276797375634744
239,0.0045276797375634744
240,0.0045276797375634744
241,0.0045276797375634744
242,0.0045276797375634744
243,0.0045276797375634744
244,0.0045276797375634744
245,0.0045276797375634744
246,0.0045276797375634744
247,0.0045276797375634744
248,0.0045276797375634744
249,0.0045276797375634744
250,0.0045276797375634744
251,0.0045276797375634744
252,0.0045276797375634744
253,0.0045276797375634744
254,0.0045276797375634744
255,0.0045276797375634744
256,0.0045276797375634744
257,0.0045276797375634744
258,0.0045276797375634744
259,0.0045276797375634744
260,0.0045276797375634744
